nombre,descripcion,imagen,url_detalle,sku,categoria,marca,beneficios,descripcion_larga,faqs,tiendas
Crema Dental Colgate Total Encías Prevención Activa 75 ml,"Crema dental con encías fortalecidas, protección antibacteriana por 24 horas y fórmula suave y espumosa.",https://pxmshare.colgatepalmolive.com/JPEG_1500/Wk4WQqhfiZtpwJwKTvu4k.jpg,https://www.colgate.com/es-co/products/toothpaste/total-gums-active-prevention?product_overview,7509546692470,Cremas dentales,Colgate Total,"['Salud de encías', 'Condiciones de encías', 'Prevenir caries']","Protege tu sonrisa y mantén una salud bucal óptima con la crema dental Colgate Total Encías Saludables. Tus encías desempeñan un papel crucial en la protección de tus dientes contra bacterias y sustancias extrañas, por lo que cuidarlas es esencial para una higiene bucal integral. Esta crema dental enriquecida con flúor está diseñada específicamente para ayudar a prevenir el crecimiento bacteriano en tus encías, promoviendo su salud las 24 horas del día. Ideal para uso diario, la crema dental Colgate Total Encías Saludables ofrece protección antibacteriana clínicamente probada de 24 horas*. Elimina activamente las bacterias que son la principal causa de problemas bucales comunes como la erosión del esmalte, la sensibilidad dental, la placa, la acumulación de sarro, las manchas antiestéticas, el mal aliento persistente y las caries. Experimenta el poder del cuidado bucal avanzado con la tecnología preventiva patentada** y la suave fórmula espumosa de esta crema dental, que limpia tu boca en profundidad. Para una salud dental integral, complementa tu rutina con enjuague bucal y uso regular de hilo dental, y sigue siempre las recomendaciones de tu dentista. *Con cepillado dos veces al día y uso continuo durante 4 semanas. **Patentado en Estados Unidos.","[{'pregunta': 'Ingredientes inactivos', 'respuesta': 'ES: Glycerin, Aqua, Hydrated Silica, Sorbitol, Aroma, Tetrasodium Pyrophosphate, Sodium Lauryl Sulfate, Cellulose Gum, CI 77891, Potassium Nitrate, Stannous Fluoride, Sodium Saccharin, Xanthan Gum, Cocamidopropyl Betaine, Sodium Fluoride, CI 73360.'}]",[]
Crema Dental Colgate Max White Complete Clean 180g,"Crema dental Colgate Max White Complete Clean para una limpieza más blanca y profunda, con capas blanqueadoras que se disuelven.",https://pxmshare.colgatepalmolive.com/JPEG_1500/d9d3O1C8ZqCIF2i72oRR6.jpg,https://www.colgate.com/es-co/products/toothpaste/colgate-maxwhite?product_overview,7891024123362,Cremas dentales,Colgate Max White,"['Prevenir caries', 'Blanqueamiento dental', 'Combatir placa', 'Aliento fresco']","Dale a tu sonrisa el cuidado excepcional que merece con la crema dental Colgate Max White Complete Clean. Su fórmula avanzada incluye innovadoras capas blanqueadoras que se disuelven completamente con el cepillado, brindando no solo una sonrisa más blanca, sino también una limpieza profunda. Experimenta la confianza de una sonrisa espectacular con cada aplicación, disfrutando de una limpieza completa que deja tu boca con una sensación de frescura. Comparte el secreto para una sonrisa más brillante y saludable con tus familiares e incorpora esta crema dental blanqueadora esencial a tu rutina diaria para lograr las tres sesiones de cepillado cruciales recomendadas para una salud bucal óptima. Para obtener mejores resultados, combínala con el cepillo de dientes, enjuague bucal e hilo dental Colgate que mejor se adapten a tus necesidades.","[{'pregunta': 'Ingredientes inactivos', 'respuesta': 'Sorbitol, aqua, hydrated silica, peg-12, sodium lauryl sulfate, aroma, cellulose gum, tetrasodium pyrophosphate, cocamidopropyl betaine, sodium fluoride, sodium saccharin, hydroxypropyl methylcellulose, CI 74160, CI 74260. Contiene fluoruro de sodio (1450 ppm de flúor) (1450 mg/g de flúor).'}]","[{'tienda': 'JumboCO', 'disponibilidad': 'Disponible', 'precio': '11.752,00'}, {'tienda': 'OlimpicaCO', 'disponibilidad': 'Disponible', 'precio': '14.950,00'}, {'tienda': 'FarmatodoCO', 'disponibilidad': 'Disponible', 'precio': '15.000,00'}, {'tienda': 'ExitoCO', 'disponibilidad': 'Disponible', 'precio': '15.150.00'}, {'tienda': 'LaRebajaVirtualCO', 'disponibilidad': 'Disponible', 'precio': '15.300,00'}]"
Crema Dental Colgate Total Antisarro Prevención Activa 75ml,"Crema dental Colgate Total Antisarro con sonrisa saludable, bacterias reducidas, espuma densa y micropartículas de alta limpieza.",https://pxmshare.colgatepalmolive.com/JPEG_1500/G1iMACIn3c2QV6UsmgAnT.jpg,https://www.colgate.com/es-co/products/toothpaste/colgate-total-tartar?product_overview,7509546653532,Cremas dentales,Colgate Total,"['Prevenir sarro', 'Prevenir caries', 'Aliento fresco', 'Reducir Sensibilidad']","Protege toda tu boca de las bacterias con la crema dental Colgate Total Anti-Tartar, enriquecida con flúor para un cuidado bucal integral. Su fórmula avanzada presenta una espuma densa y micropartículas de alta limpieza que previenen activamente la acumulación de sarro persistente en los dientes y la línea de las encías. Ideal para uso diario, la crema dental Colgate Total Anti-Tartar ofrece protección antibacteriana clínicamente probada de 24 horas*, atacando las causas de problemas bucales comunes como bacterias en las encías, erosión del esmalte, sensibilidad dental, acumulación de placa, sarro, manchas, mal aliento y caries. Esta crema dental incorpora una potente tecnología preventiva patentada** que brinda una limpieza profunda y segura, promoviendo la salud bucal en general. Para una higiene dental óptima, complementa tu rutina con enjuague bucal y uso de hilo dental, y sigue siempre las recomendaciones de tu dentista. *Con cepillado dos veces al día y uso continuo durante 4 semanas.","[{'pregunta': 'Ingredientes inactivos', 'respuesta': 'ES: Glycerin, Aqua, Hydrated Silica, Sorbitol, Sodium Lauryl Sulfate, Aroma, Tetrasodium Pyrophosphate, Cellulose Gum, CI 77891, Potassium Nitrate, Stannous Fluoride, Sodium Saccharin, Xanthan Gum, Cocamidopropyl Betaine, Sodium Fluoride, CI 73360, Benzyl Alcohol.'}]","[{'tienda': 'MerqueoCO', 'disponibilidad': 'Disponible', 'precio': '12.000,00'}, {'tienda': 'ExitoCO', 'disponibilidad': 'Disponible', 'precio': '13.900.00'}, {'tienda': 'FarmatodoCO', 'disponibilidad': 'Disponible', 'precio': '13.950,00'}, {'tienda': 'LaRebajaVirtualCO', 'disponibilidad': 'Disponible', 'precio': '15.100,00'}]"
Crema Dental Niños Colgate My First sin Fluor 50g,"Crema dental con cuidado bucal completo para bebés, diseñada para ayudar a cuidar los dientes desde pequeños para una sonrisa saludable.",https://pxmshare.colgatepalmolive.com/JPEG_1500/JB8SECkluktpUH5mZA19K.jpg,https://www.colgate.com/es-co/products/toothpaste/my-first-colgate-0-2?product_overview,7509546060781,Cremas dentales,Colgate Kids,"['Salud dental infantil', 'Prevenir caries', 'Combatir placa']","Dale a tu pequeño el mejor comienzo para una salud bucal de por vida con Colgate Mi Primera Crema Dental Sin Flúor. Especialmente formulada para bebés de 6 a 24 meses, esta suave crema dental te ayuda a proteger sus dientes desde una edad temprana, sentando las bases para una sonrisa saludable y duradera. La crema dental infantil de Colgate, cuidadosamente desarrollada, limpia eficazmente con una consistencia suave y no irritante que no pica ni arde, haciendo del cepillado una experiencia placentera para tu bebé. Puedes tener la tranquilidad de saber que estás usando un producto que prioriza su salud y fomenta excelentes hábitos de higiene a diario. Disponible en un práctico tubo de 40 ml, úsalo a diario para una limpieza completa. Da el primer paso hacia la salud bucal completa de tu bebé hoy mismo.","[{'pregunta': 'Ingredientes inactivos', 'respuesta': 'Propilenclicol, glicerina, sílica hidratada, sorbitol, agua, poloxámero 407, goma de celulosa, sacarina sódica, sabor, ácido cítrico.'}]","[{'tienda': 'JumboCO', 'disponibilidad': 'Disponible', 'precio': '20.552,00'}, {'tienda': 'OlimpicaCO', 'disponibilidad': 'Disponible', 'precio': '25.400,00'}, {'tienda': 'LaRebajaVirtualCO', 'disponibilidad': 'Agotado', 'precio': 'N/A'}, {'tienda': 'ExitoCO', 'disponibilidad': 'Disponible', 'precio': '27.200.00'}]"
Crema Dental Blanqueadora Colgate Luminous White Brilliant 125ml,Crema de dientes: Revela el poder de una sonrisa irresistible y más blanca en 1 semana.,https://pxmshare.colgatepalmolive.com/JPEG_1500/HUk9XsWGeLKUoo1TAM7rI.jpg,https://www.colgate.com/es-co/products/toothpaste/colgate-luminous-white?product_overview,7509546053875,,,[],,[],[]
Crema Dental Colgate Luminous White Color Correct,"¡Deslumbra con tu sonrisa! La crema dental Colgate Luminous White Color Correct Fresh Mint, con flúor y tecnología de color violeta, neutraliza las manchas amarillas* para unos dientes visiblemente más blancos al instante*. Este efecto es temporal y te permite lucir una sonrisa radiante. Además, protege el esmalte dental. *El efecto es temporal.",https://pxmshare.colgatepalmolive.com/JPEG_1500/Ez4NuhU8OUjo5M9900xoc.jpg,https://www.colgate.com/es-co/products/toothpaste/colgate-luminous-white-color-correct?product_overview,7509546700403,Cremas dentales,Colgate Luminous White,"['Blanqueamiento dental', 'Manchas dentales', 'Proteger esmalte']","Descubre una sonrisa más blanca al instante* con la crema dental Colgate Luminous White Color Correct Fresh Mint. Su fórmula con flúor y tecnología de color violeta neutraliza las manchas amarillas* en los dientes temporalmente. Colgate Luminous White Color Correct es ideal para tu rutina diaria. Protege el esmalte, te brinda una buena limpieza dental y te permite lucir unos dientes más blancos al instante* con un efecto temporal. ¡Sonríe con confianza! Para mantener una sonrisa sana y una óptima salud bucal, incorpora esta crema de dientes a tus productos de higiene oral y sigue siempre las recomendaciones de tu odontólogo. ¡Deslumbra con tu sonrisa con Luminous White Color Correct! *El efecto es temporal.",[],[]
Crema Dental Colgate Total Carbón Prevención Activa150ml,"Crema dental Colgate Total Prevention Carbón Activado para la limpieza y blanqueamiento de los dientes, con micropartículas de carbón para eliminar las manchas superficiales.",https://pxmshare.colgatepalmolive.com/JPEG_1500/_Dx6kn7VfHkeV7ed99hhw.jpg,https://www.colgate.com/es-co/products/toothpaste/colgate-total-12-carbon-activado?product_overview,7509546683829,Cremas dentales,Colgate Total,"['Prevenir sarro', 'Salud de encías', 'Aliento fresco', 'Prevenir sarro', 'Reducir Sensibilidad', 'Aliento fresco', 'Proteger esmalte', 'Blanqueamiento dental', 'Fortalece los dientes']","Consigue una sonrisa más brillante y saludable con la crema dental Colgate Total Active Prevention con Carbón Activado, ahora con flúor. Su fórmula avanzada contiene micropartículas de carbón que limpian tus dientes de forma suave pero eficaz y eliminan las manchas superficiales, garantizando que tu sonrisa luzca radiante en cualquier momento del día. Diseñada para uso diario, Colgate Total con Carbón Activado proporciona protección antibacteriana clínicamente probada de 24 horas*, atacando las causas de los problemas bucales comunes. Ayuda a combatir las bacterias en las encías, protege contra la erosión del esmalte, reduce la sensibilidad dental, combate la acumulación de placa y sarro, previene las manchas, refresca el mal aliento y previene la caries. Esta crema dental incorpora una potente tecnología preventiva patentada** que crea una espuma densa y cremosa que limpia profundamente y es segura para tu salud bucal en general. Para una rutina completa de cuidado dental, complementa tu cepillado con enjuague bucal y uso de hilo dental, y sigue siempre las recomendaciones de tu dentista. *Con cepillado dos veces al día y uso continuo durante 4 semanas.","[{'pregunta': 'Ingredientes inactivos', 'respuesta': 'ES: Glycerin, Aqua, Hydrated Silica, Sorbitol, Aroma, Sodium Lauryl Sulfate, Tetrasodium Pyrophosphate, Cellulose Gum, Potassium Nitrate, Stannous Fluoride, Sodium Saccharin, Xanthan Gum, Cocamidopropyl Betaine, Charcoal Powder, Sodium Fluoride.'}]","[{'tienda': 'JumboCO', 'disponibilidad': 'Disponible', 'precio': '19.432,00'}, {'tienda': 'LaRebajaVirtualCO', 'disponibilidad': 'Disponible', 'precio': '24.200,00'}, {'tienda': 'FarmatodoCO', 'disponibilidad': 'Disponible', 'precio': '24.950,00'}, {'tienda': 'OlimpicaCO', 'disponibilidad': 'Disponible', 'precio': '25.950,00'}, {'tienda': 'ExitoCO', 'disponibilidad': 'Disponible', 'precio': '26.500.00'}]"
Crema Dental Colgate Triple Acción Xtra Blancura 150ml,"Crema dental Colgate Triple Acción Extra Blanqueamiento* con multiprotección para una sonrisa extraordinaria, dientes más blancos y salud bucal.",https://pxmshare.colgatepalmolive.com/JPEG_1500/QqxdqBUS03FSoPMjhdg1c.jpg,https://www.colgate.com/es-co/products/toothpaste/colgate-triple-accion-xtra-blancura?product_overview,7509546690919,Cremas dentales,Colgate Triple Action,"['Prevenir caries', 'Blanqueamiento dental', 'Combatir placa', 'Aliento fresco']","La crema dental Colgate Triple Acción Extra Blanqueamiento ofrece protección múltiple para una sonrisa excepcional. Su fórmula avanzada incluye micropartículas pulidoras extra para dientes visiblemente más blancos, a la vez que protege la salud bucal de toda la familia. Experimenta el triple beneficio de protección, extra blancura y frescura con la crema dental Colgate Triple Acción Extra Blanqueamiento.","[{'pregunta': 'Ingredientes activos', 'respuesta': 'Fluoruro de Sodio 0,32%.'}, {'pregunta': 'Ingredientes inactivos', 'respuesta': 'Aqua/ Agua, Glycerin/ Glicerina, Hydrated Silica/ Sílica Hidratada, Sodium Lauryl Sulfate/ Laurilsulfato de Sodio, Aroma/ Sabor, Cellulose Gum/ Goma de Celulosa, Sodium Fluoride/ Fluoruro de Sodio, Xanthan Gum/ Goma Xantán, Sodium Saccharin/ Sacarina Sódica, Benzyl Alcohol/ Alcohol Bencílico, CI 77891/ Dióxido de Titanio (CI 77891), CI 74160/ Pigmento Azul 15 (CI 74160). Contiene Fluoruro de Sodio (1450 ppm de Flúor) (1450 µg/g de Flúor).'}]","[{'tienda': 'OlimpicaCO', 'disponibilidad': 'Disponible', 'precio': '9.890,00'}, {'tienda': 'JumboCO', 'disponibilidad': 'Disponible', 'precio': '9.890,00'}, {'tienda': 'ExitoCO', 'disponibilidad': 'Disponible', 'precio': '11.700.00'}]"
Crema Dental Colgate Triple Acción 150 ml,Crema dental Colgate Triple Acción con la mejor protección contra las caries.,https://pxmshare.colgatepalmolive.com/JPEG_1500/8tz4d4kqxxTpMlqM4s-1p.jpg,https://www.colgate.com/es-co/products/toothpaste/colgate-triple-accion-menta-original?product_overview,7509546000350,Cremas dentales,Colgate Triple Action,"['Prevenir caries', 'Aliento fresco', 'Combatir placa', 'Prevenir sarro']","Protege la sonrisa de tu familia con la Crema Dental Colgate Triple Acción, ahora en un práctico formato de 150 ml, ideal para compartir. Esta crema dental ofrece un cuidado bucal integral, con flúor para fortalecer el esmalte y proteger contra las caries, previniendo la penetración de ácidos. Disfruta de su vigorizante sabor a Menta Original que deja tu aliento increíblemente fresco. Con cada cepillado, notarás una sonrisa notablemente más limpia y brillante, ya que elimina gradualmente las manchas amarillas y combate la acumulación de placa y sarro. Descubre todos los beneficios que Colgate ofrece para una sonrisa más sana y segura.","[{'pregunta': 'Ingredientes inactivos', 'respuesta': 'ES: Aqua, Sorbitol, Hydrated Silica, Glycerin, Sodium Lauryl Sulfate, Aroma, Cellulose Gum, Sodium Fluoride, Sodium Saccharin, Xanthan Gum, CI 77891, CI 74260, CI 74160, Eugenol.'}]","[{'tienda': 'FarmatodoCO', 'disponibilidad': 'Disponible', 'precio': '14,40'}, {'tienda': 'ExitoCO', 'disponibilidad': 'Disponible', 'precio': '12.900.00'}, {'tienda': 'LaRebajaVirtualCO', 'disponibilidad': 'Disponible', 'precio': '13.000,00'}, {'tienda': 'JumboCO', 'disponibilidad': 'Disponible', 'precio': '13.200,00'}]"
Crema Dental Colgate Menta 150ml,"Crema dental con Colgate Máxima Protección contra las Caries, tamaño familiar 150ml, con flúor y calcio para combatir las caries.",https://pxmshare.colgatepalmolive.com/JPEG_1500/M3B03ko995LC7XbIkGfS5.jpg,https://www.colgate.com/es-co/products/toothpaste/colgate-maxima-proteccion-anticaries?product_overview,7509546652153,Cremas dentales,Colgate Maximum Cavity Protection,"['Prevenir caries', 'Aliento fresco', 'Combatir placa', 'Prevenir sarro']","Protege la sonrisa de tu familia con la crema dental Colgate Máxima Protección contra las Caries, ahora en un práctico tamaño familiar de 150 ml. Esta fórmula avanzada, enriquecida con flúor y calcio, va más allá de la protección básica para combatir eficazmente las caries, incluso las que se forman entre los dientes y en las zonas más profundas de la boca. Combate activamente las bacterias, una de las principales causas de los problemas dentales. Los potentes ingredientes de esta crema dental penetran el esmalte dental, ayudando a preservar su calcio natural y creando una barrera contra las manchas amarillentas causadas por los alimentos y bebidas cotidianos. Prioriza la salud bucal de toda tu familia con la protección confiable que solo Colgate puede brindar.","[{'pregunta': 'Ingredientes inactivos', 'respuesta': 'ES: Calcium Carbonate, Aqua, Glycerin, Sodium Lauryl Sulfate, Sodium Monofluorophosphate, Aroma, Cellulose Gum, Sodium Bicarbonate, Tetrasodium Pyrophosphate, Benzyl Alcohol, Sodium Saccharin, Sodium Hydroxide. Contiene Monofluorofosfato de Sodio (1450 ppm de Flúor) (1450µg/g de Flúor).'}]","[{'tienda': 'ExitoCO', 'disponibilidad': 'Disponible', 'precio': '12.350.00'}, {'tienda': 'LaRebajaVirtualCO', 'disponibilidad': 'Disponible', 'precio': '12.800,00'}, {'tienda': 'OlimpicaCO', 'disponibilidad': 'Disponible', 'precio': '13.300,00'}, {'tienda': 'FarmatodoCO', 'disponibilidad': 'Agotado', 'precio': 'N/A'}]"
Crema Dental Sensibilidad Colgate Pro Alivio Inmediato Xtreme 110g,Crema de dientes con alivio de la sensibilidad 2 veces más rápido incluso a temperaturas extremas creando un escudo protector.,https://pxmshare.colgatepalmolive.com/JPEG_1500/wjVzDgOeRwT5Fuqgh_auW.jpg,https://www.colgate.com/es-co/products/toothpaste/colgate-sensitive-pro-relief-xtreme?product_overview,7509546690285,Cremas dentales,Colgate Sensitive Pro-Relief,"['Reducir Sensibilidad', 'Prevenir caries', 'Combatir placa', 'Blanqueamiento dental', 'Malestar dental']","Experimente un alivio rápido de la sensibilidad dental con la crema dental Colgate Sensitive Pro Alivio Inmediato Temperaturas Extremas. Ya sea que disfrute de un café caliente o una bebida fría, esta fórmula avanzada proporciona un alivio de la sensibilidad dos veces más rápido que las cremas dentales con nitrato de potasio, según estudios clínicos publicados. Enriquecida con flúor y arginina, Colgate Sensitive Pro Alivio Inmediato Temperaturas Extremas crea una barrera protectora que ofrece un alivio duradero de las molestias, incluso a temperaturas extremas, con el uso regular. Dé el primer paso hacia una salud bucal completa y pruebe hoy mismo la crema dental Colgate Sensitive Temperaturas Extremas.","[{'pregunta': 'Ingredientes activos', 'respuesta': 'ARGININA 8%, MONOFLUORFOSFATO DE SODIO 1,1%.'}, {'pregunta': 'Ingredientes inactivos', 'respuesta': 'CARBONATO DE CALCIO, AGUA, SORBITOL, BICARBONATO DE ARGININA, AROMA/SABOR, LAURILSULFATO DE SODIO, MONOFLUORFOSFATO DE SODIO, GOMA DE CELULOSA, BICARBONATO DE SODIO, PIROFOSFATO TETRASODIO, DIÓXIDO DE TITANIO (CI 77891), SACARINA SÓDICA, ALCOHOL BENCÍLICO, SÍLICA HIDRATADA, GOMA XANTÁN, PIGMENTO AZUL 15 (CI 74160), ROJO 30 (CI 733360), EUGENOL. CONTIENE MONOFLUORFOSFATO DE SODIO (1450 ppm DE FLÚOR).'}]","[{'tienda': 'LaRebajaVirtualCO', 'disponibilidad': 'Disponible', 'precio': '24.750,00'}, {'tienda': 'JumboCO', 'disponibilidad': 'Disponible', 'precio': '28.792,00'}, {'tienda': 'OlimpicaCO', 'disponibilidad': 'Disponible', 'precio': '30.850,00'}, {'tienda': 'FarmatodoCO', 'disponibilidad': 'Disponible', 'precio': '31.150,00'}, {'tienda': 'ExitoCO', 'disponibilidad': 'Disponible', 'precio': '34.950.00'}]"
Crema Dental Niños Colgate Liga Justicia 75ml,"Crema dental Colgate Smiles con prevención de caries y sarro, con personajes de la Liga de la Justicia para la salud bucal de los niños.",https://pxmshare.colgatepalmolive.com/JPEG_1500/OcSXe622_6DlWKhg8iYTQ.jpg,https://www.colgate.com/es-co/products/toothpaste/colgate-smiles-justice-league-batman?product_overview,7509546079400,Cremas dentales,Colgate Kids,"['Salud dental infantil', 'Prevenir caries', 'Combatir placa']","Anima a tus hijos a adoptar hábitos bucales saludables con la crema dental Colgate Smiles, diseñada para que el cepillado sea divertido y efectivo. Con emocionantes diseños de personajes de la Liga de la Justicia como la Mujer Maravilla y Batman, esta crema dental ayuda a prevenir el sarro y las caries, a la vez que protege el esmalte dental con flúor. Su delicioso sabor a fruta de burbujas convierte el cepillado en una rutina favorita después de comer. Su práctico envase de 75 ml es perfecto para usar a diario en casa.","[{'pregunta': 'Ingredientes inactivos', 'respuesta': 'Sorbitol, aqua, hydrated silica, peg-12, cellulose gum, sodium lauryl sulfate, aroma, sodium saccharin, sodium fluoride, CI 42090, CI 47005, limonene, cinnamal, eugenol. Contém fluoreto de sódio/ contiene fluoruro de sodio (1100 ppm de flúor) (1100 mg/g de flúor).'}]","[{'tienda': 'FarmatodoCO', 'disponibilidad': 'Disponible', 'precio': '13.950,00'}, {'tienda': 'LaRebajaVirtualCO', 'disponibilidad': 'Disponible', 'precio': '14.800,00'}, {'tienda': 'JumboCO', 'disponibilidad': 'Disponible', 'precio': '15.112,00'}, {'tienda': 'ExitoCO', 'disponibilidad': 'Disponible', 'precio': '15.500.00'}, {'tienda': 'OlimpicaCO', 'disponibilidad': 'Disponible', 'precio': '15.500,00'}]"
Crema Dental Colgate Doble Frescura 100mL,"Crema dental Colgate Doble Frescura, dientes más fuertes y blancos, aliento fresco y protección contra las caries con Crema dental y gel.",https://pxmshare.colgatepalmolive.com/JPEG_1500/4gxppNo35_wAJvfRb-gVR.jpg,https://www.colgate.com/es-co/products/toothpaste/colgate-doble-frescura?product_overview,7509546696768,Cremas dentales,Colgate Double Action,"['Prevenir caries', 'Aliento fresco', 'Combatir placa', 'Prevenir sarro']","La crema dental Colgate Doble Frescura ofrece una protección dental superior, con la calidad y seguridad que esperas de Colgate. Disfruta de unos dientes más fuertes, blancos y limpios, además de un aliento fresco y duradero, gracias a su exclusiva combinación de crema dental y gel que protege activamente contra las caries.","[{'pregunta': 'Ingredientes inactivos', 'respuesta': 'ES: Aqua, Glycerin, Hydrated Silica, Sodium Lauryl Sulfate, Aroma, Cellulose Gum, Sodium Fluoride, Sodium Saccharin, Xanthan Gum, CI 77891, CI 74160, Eugenol.'}]","[{'tienda': 'JumboCO', 'disponibilidad': 'Disponible', 'precio': '4.640,00'}, {'tienda': 'OlimpicaCO', 'disponibilidad': 'Disponible', 'precio': '5.600,00'}, {'tienda': 'ExitoCO', 'disponibilidad': 'Disponible', 'precio': '5.800.00'}]"
Crema Dental Colgate Total Aliento Saludable Prevención Activa 75ml,"Crema dental anticaries con flúor Colgate Total Visible Health con limpieza dental, tecnología de cambio de color y dientes sanos.",https://pxmshare.colgatepalmolive.com/JPEG_1500/tBv8tAT0UtjWU5dXxMH15.jpg,https://www.colgate.com/es-co/products/toothpaste/colgate-total-12-professional-healthy-breath?product_overview,7509546060811,Cremas dentales,Colgate Total,"['Prevenir sarro', 'Prevenir caries', 'Aliento fresco', 'Combatir placa', 'Blanqueamiento dental']","La crema dental Colgate Total Aliento Saludable con flúor previene problemas bucales comunes antes de que aparezcan, brindándote dientes limpios en cualquier momento del día. Su fórmula única neutraliza las bacterias que causan el mal aliento, lo que la hace ideal para el uso diario. Clínicamente probada para brindar protección antibacteriana de 24 horas con cepillado dos veces al día y uso continuo durante 4 semanas, Colgate Total Aliento Saludable combate las causas principales de los problemas de encías, la erosión del esmalte, la sensibilidad dental, la placa, el sarro, las manchas dentales, el mal aliento y las caries. Esta potente crema dental cuenta con tecnología preventiva patentada y una espuma densa y cremosa que limpia profundamente para una sonrisa saludable. Complementa tu rutina con enjuague bucal e hilo dental, y sigue siempre las recomendaciones de tu dentista para una salud dental óptima.","[{'pregunta': 'Ingredientes activos', 'respuesta': 'Fluoruro de sodio 0.32% (1450 ppm de flúor), citrato de cinc, oxido de cinc.'}]","[{'tienda': 'FarmatodoCO', 'disponibilidad': 'Agotado', 'precio': 'N/A'}]"
Crema Dental Blanqueadora Colgate Luminous White Carbon 75ml,"Crema de dientes blanqueadora: carbón activado blanco luminoso, protege el esmalte y elimina las manchas difíciles.",https://pxmshare.colgatepalmolive.com/JPEG_1500/x8tjs3Ym3h1pmZteiiRB0.jpg,https://www.colgate.com/es-co/products/toothpaste/colgate-luminous-white-carbon-activado?product_overview,7509546651019,Cremas dentales,Colgate Luminous White,"['Blanqueamiento dental', 'Blanqueamiento dental', 'Manchas dentales', 'Manchas dentales']","Consigue una sonrisa visiblemente más blanca con la crema dental blanqueadora Colgate Luminous White con Carbón Activado. Esta potente crema dental utiliza tecnología antimanchas y flúor para combatir las caries y darte una sonrisa radiante. La tecnología de carbón activado ayuda a blanquear los dientes y a eliminar eficazmente las manchas del esmalte, revelando una apariencia más brillante. Disfruta de un agradable y delicioso sabor a menta que deja tu boca con una sensación de frescura. Con flúor añadido, esta crema dental ayuda a recubrir tus dientes y fortalecer profundamente el esmalte, contribuyendo a la salud bucal en general. Da el primer paso hacia una sonrisa completa y más saludable.","[{'pregunta': 'Ingredientes inactivos', 'respuesta': 'Aqua, Hydrated Silica, Sorbitol, Calcium Pyrophosphate, Glycerin, PEG-12, Pentasodium Triphosphate, Tetrapotassium Pyrophosphate, Aroma, Sodium Lauryl Sulfate, Sodium Monofluorophosphate, Cellulose Gum, Sodium Saccharin, Xanthan Gum, Cocamidopropyl Betaine, CI 77266 (Charcoal Powder), CI 16035, CI 42090, CI 19140, Limonene. Contiene Monofluorofosfato de Sodio (1000 ppm de Flúor) (1000 mg/g de Flúor).'}]",[]
Crema Dental Colgate PerioGard Encías Saludables 90g,"La Crema dental Colgate Periogard con cuidado especializado de las encías, ayuda a prevenir la placa y contiene fluoruro estannoso y fosfato de zinc.",https://pxmshare.colgatepalmolive.com/JPEG_1500/DdQAZNVvWvVHzCysuZKOD.jpg,https://www.colgate.com/es-co/products/toothpaste/toothpaste-colgate-periogard?product_overview,7793100130243,Cremas dentales,Colgate Periogard,"['Condiciones de encías', 'Salud de encías', 'Prevenir caries']","La crema dental Colgate Periogard, con fluoruro de estaño y fosfato de zinc, está clínicamente probada para el cuidado especializado de las encías. Su fórmula avanzada ayuda a prevenir la placa, proporcionando el cuidado experto que tus encías necesitan para una boca más sana.","[{'pregunta': 'Ingredientes inactivos', 'respuesta': 'Agua/aqua, hydratated silica/silica hidratada, sorbitol, glycerin/glicerina, peg-12, tetrapotassium pyrophosphate/ profosfato de tetrapotasio, sodium lauryl sulfate/ laurilsulfato de sodio, zinc citrate/ citrato de cinc, aroma/sabor, pmmma copolymer/ copolimero pmma, sodium monofluoaophosphate/ monofluoaofosfato de sodio, sodium hydaoxide/ hidraoxico de sodio, cellulose gum/ goma de celulosa, sodium saccharin/ sacarina de sódica, xanthan gum/ goma xantán. Ci77891/ dioxido de titanio (ci77891, mica limonene/ dipenteno contem monofluorfosfato de sódio/ contiene monofluorfosfato de sodio (1450ppm de flúor) (1450ppm de flúor)'}]","[{'tienda': 'FarmatodoCO', 'disponibilidad': 'Disponible', 'precio': '31.300,00'}]"
